date,target,market_1,market_2,market_3,market_4,market_5,should_be_impacted_1,should_be_impacted_2,should_be_impacted_3,should_be_impacted_4,should_be_impacted_5,should_be_impacted_6,should_be_impacted_7,should_be_impacted_8,should_be_impacted_9,should_be_impacted_10,should_be_impacted_11,should_be_impacted_12,should_be_impacted_13,should_be_impacted_14,should_be_impacted_15,should_be_impacted_16,should_be_impacted_17,should_be_impacted_18,should_be_impacted_19,should_be_impacted_20,should_be_impacted_21,should_be_impacted_22,should_be_impacted_23,should_be_impacted_24,should_be_impacted_25,should_be_impacted_26,should_be_impacted_27,should_be_impacted_28,should_be_impacted_29,should_be_impacted_30,some_times_impacted_some_times_not_1,some_times_impacted_some_times_not_2,some_times_impacted_some_times_not_3,some_times_impacted_some_times_not_4,some_times_impacted_some_times_not_5,may_be_not_impacted_2,may_be_not_impacted_3,may_be_not_impacted_4,may_be_not_impacted_5,may_be_not_impacted_6,may_be_not_impacted_7,may_be_not_impacted_8,may_be_not_impacted_9,may_be_not_impacted_10,may_be_not_impacted_11,may_be_not_impacted_12
2015-01-04,232902.04,15051384.17,21859186.44,11871713.56,39108019.9,21006903.57,810206.3842,1282800.598,194451.5408,787336.9844,44510.43788,110936.72,-3609.06,2626293.6,231337,1966960.92,211362.46,62573.296,130809.696,25422.696,4107.84,51136.344,2429.76,36929.988,4101.488,30816.25,7236.84,6653.88,7179.164,7551.6,5093.35,276068.32,52158.94,3782.43,24703.76,7341.61,35132.76,5055.38,14643.25,8525.61,1262.17,408.26,122.59,730.8,456.19,130.38,958.74,354.76,4309.8,360.19,1151.47,147.07
2015-01-05,230781.8,14778134.35,21448032.84,11652045.54,39163469.12,20633373.98,813463.1574,1293404.646,197101.1521,811403.153,46465.15934,112448.83,-3114.02,2648003.4,237439.8,1983220.77,216938.04,63426.194,134808.096,27162.884,4288.24,52699.374,2596.064,38551.662,4002.072,29616.25,6927.96,6591.66,7178.194,7426.5,4835.85,268470.4,50034.2,3537,23959.29,6963.06,34826.22,5023.92,14630.75,8498.52,1333.99,456.21,109.88,620.6,469.91,100.86,946.2,295.03,4121.7,322.38,1046.38,154.77
2015-01-06,230209.24,14770048.07,21367847.28,11596383.16,39218918.34,20621895.02,807404.4676,1292824.08,199099.3639,812950.2639,46388.87753,113588.92,-3072.16,2646814.8,240443.02,1982329.98,219682.024,64069.256,135065.136,27308.58,4281.2,52799.922,2609.984,38487.942,3857.572,28553.75,6422.52,6359.25,7274.418,7083.3,4619.55,247544,46601.24,3606.39,22063.78,6679.43,33690.15,4780.71,14133.75,8089.59,1298.08,386.34,98.4,564.05,407.68,113.16,828.78,285.98,3654.75,234.82,997.79,117.04
2015-01-07,229195.36,14374232.8,20926156.68,11304222.86,39274367.56,20077477.33,749311.8892,1192479.535,181540.0498,754263.4997,42639.14966,103571.08,-9453.99,2520132.3,224066.2,1828468.95,198321.98,58418.744,129357.216,25633.704,4062.08,48988.296,2373.376,35377.344,3517.708,27035,6601.92,5846.85,7526.812,6783.9,4401.19,233706.88,44506.3,3001.05,20473.47,6297.49,30293.64,4311.23,12669.75,7287.21,1138.48,319.21,97.99,555.35,401.31,88.56,751.83,278.74,3288.45,222.88,954.85,119.35
2015-01-08,228569.76,12558183.81,18542300.4,9935173.24,39329816.78,17604682.27,714981.6373,1111109.997,156937.8917,720424.7476,42449.78602,89534.89,-17796.87,2348169.6,191349.06,1703701.77,169363.532,50501.702,123553.824,26618.408,4044.04,46790.478,2464.544,35220.168,4047.156,29755,7105.8,6295.2,7323.597,7632.9,4836.88,270248,50698.74,3556.98,24295.01,6699.77,28518.75,4098.27,12185.25,6990.51,1264.83,389.08,123,681.5,465.01,119.31,959.31,349.33,4197.6,312.43,1097.23,142.45
2015-01-09,216076.8,11849276.05,17158655.28,9273435.1,39385266.01,16600674.08,684521.3746,1035800.918,124017.0488,679115.9673,38376.15842,70753.22,-28120.82,2189014.8,149255.8,1588228.2,132106.976,39907.996,116469.312,24085.056,3655.96,44107.56,2229.984,31839.822,4029.816,30085,7096.44,6650.22,7181.298,7561.5,4918.25,271377.92,50785.16,3345.03,24247.05,7018.43,34094.97,4813.38,14486.5,8295.99,1276.8,402.78,107.83,755.45,438.55,105.78,946.77,260.64,4240.5,306.46,1136.78,143.99
2015-01-10,237942.2,14746774.59,21315401.64,11551482.66,39440715.23,20590435.16,771920.289,1218643.15,177813.4837,772914.7804,43475.12086,101444.87,-7576.66,2575425.3,218256.86,1868586.24,193179.692,57219.466,132555.936,26357.788,4141.72,50199.66,2440.416,36070.83,4135.012,29607.5,6753.24,6463.56,6944.036,7252.2,4907.95,264256.96,50299.42,3548.61,24139.14,6897.52,33931.17,4979.15,14365.25,8443.05,1232.91,413.74,127.92,774.3,478.73,91.02,931.38,333.04,4209.15,342.28,1106.27,155.54
2015-01-11,242573.68,14987338.03,21627308.04,11625258.32,39496164.45,20933842.91,778792.0102,1250125.938,194881.4974,785713.7459,43849.22951,111182.36,-2011.1,2641959.6,247597.02,1916860.02,219149.2,62711.848,134750.976,27571.712,4177.36,51030.882,2552.8,36380.934,4495.684,29733.75,7060.56,6791.13,6856.833,7205.7,4763.75,263947.2,49982.05,3722.76,24159.85,7011.65,33566.13,4892.03,14087.75,8363.07,1203.65,483.61,106.6,720.65,503.23,130.38,928.53,313.13,4001.25,308.45,1010.22,159.39
2015-01-12,229298.04,14171835.11,20872528.56,11242852.02,39551613.67,19798464.4,756606.6271,1209075.991,187291.9235,781902.6041,43632.15412,106852.51,-5448.17,2555206.5,233935.8,1853916.84,207057.552,60269.618,134097.36,27318.628,4156.68,50783.418,2529.376,36201.456,3796.304,28566.25,6728.28,6694.14,6847.715,6948.6,4801.86,256076.48,48754.29,3334.23,23479.69,6517.84,33253.74,4861.78,13784.5,8181.18,1347.29,458.95,113.16,675.7,495.88,111.93,898.32,302.27,3946.8,306.46,980.84,175.56
2015-01-13,215477.04,13548351.96,20440641,10875972.66,39607062.89,18925780.34,747838.228,1193363.911,187198.1198,763888.8928,44149.44016,106799.11,-5894.98,2522001.3,234820.56,1829824.8,207840.696,60239.498,131007.984,26708.84,4205.96,49613.382,2472.896,36630.504,3763.936,27400,6338.28,6068.28,7009.026,6836.4,4614.4,237943.2,45072.5,3244.86,21728.06,6603.72,32294.34,4737.15,13433,7968.33,1167.74,389.08,108.24,645.25,431.69,91.02,809.4,237.11,3542.55,228.85,907.39,123.97
2015-01-14,218295.64,13495293.94,20311825.56,10811607.86,39662512.12,18858687.13,694927.3078,1096456.942,160971.2812,713633.017,38933.90362,91836.43,-14872.13,2413752.6,205513.98,1681233.99,174625.02,51799.874,127488.576,25025.172,3863.64,46349.352,2224.352,32302.854,3621.748,26533.75,6381.96,5907.24,7322.918,6674.7,4399.13,224009.28,42822.6,3156.84,20474.56,6230.82,28956.33,4277.35,12171.25,7297.53,1286.11,354.83,91.43,564.05,385.14,79.95,707.37,262.45,3199.35,240.79,796.65,123.2
2015-01-15,212355.84,11933301.72,18233705.88,9614119.98,39717961.34,16723159.53,669408.0019,1038121.997,148130.7454,684030.0088,38361.93305,84510.84,-18619.51,2285333.4,191823.56,1591787.22,162992.292,47667.912,122200.08,25139.468,3806.88,44426.718,2234.496,31828.14,4336.156,30527.5,7899.84,6825.9,7870.58,7912.2,5195.32,272155.84,52300.49,3414.69,24982.8,7586.82,27417.78,4002.68,11724,6922.14,1091.93,409.63,120.13,687.3,451.29,132.84,909.72,352.95,4090.35,314.42,985.36,142.45
2015-01-16,209917.36,11226171.45,17149764.84,9018046.04,39773410.56,15755861.96,647521.4892,975435.2084,123722.6757,651983.3023,37022.90118,70585.01,-26081.51,2147334,158282.98,1495667.46,134492.764,39813.118,116475.024,24508.956,3674,42345.324,2178.464,30717.288,4471.408,28003.75,8065.2,6679.5,7197.109,7453.8,4992.41,259152.96,51402.02,3558.06,24696.13,7237.65,35231.04,5363.93,15139.5,9427.32,1345.96,398.67,119.31,690.2,439.53,86.1,922.26,322.18,4055.7,268.65,1064.46,120.12
2015-01-17,246976,16773270.26,22228461.84,12525188.94,39828859.78,23308595.97,794911.5188,1235197.991,174786.0112,812308.1883,44117.10979,99717.38,-6824.09,2719178.7,234038,1893969.96,198861.956,56245.084,145116.624,29070.12,4378,52758.216,2583.872,36602.892,4553.484,28991.25,8305.44,6778.32,7403.525,8304.6,5059.36,267215.52,52367.54,3562.11,24843.28,7329.18,33997.86,5634.97,14405.5,9783.36,1357.93,427.44,128.74,733.7,489.51,119.31,915.99,376.48,3999.6,304.47,1081.41,130.13
2015-01-18,235643.12,14873397.87,20867221.44,11503419.1,39884309,20755151.68,727837.266,1157790.099,178429.0067,808338.8913,46635.55384,101796.42,-6077.89,2548772.1,226996.42,1775278.23,192878.712,57417.756,144407.52,30664.612,4627.92,52500.42,2725.6,38692.908,4444.82,30071.25,7416.24,6933.87,7147.736,8030.4,5251.97,270911.52,52905.43,3642.03,25012.23,7464.78,33698.34,5691.84,14235.75,9957.51,1339.31,447.99,105.37,748.2,477.26,121.77,918.84,320.37,3927,336.31,995.53,168.63
2015-01-19,232544.36,14492836.47,20921099.16,11323863.38,39939758.22,20235667.65,773484.0711,1229108.079,201167.0291,814628.5599,47987.88736,114768.17,1445.99,2705772.3,281016.42,1884632.19,238779.652,64734.406,145531.152,31426.376,4762.12,52908.912,2793.312,39815.442,4321.128,30581.25,7658.04,6928.38,7157.048,7703.7,5011.98,265819.84,52272.18,3555.63,24227.43,7225.22,33584.85,5590.2,14213.25,9735.63,1347.29,420.59,109.88,709.05,507.15,110.7,895.47,342.09,3922.05,302.48,1055.42,151.69
2015-01-20,228609.88,14280133.18,20797676.64,11211548.94,39995207.45,19928563.75,766405.3476,1229424.785,198211.7001,810513.0977,46427.16146,113082.51,-608.79,2706469.5,265752.12,1885117.95,225809.5,63783.618,144795.936,30449.208,4607.24,52641.54,2706.432,38519.802,4061.028,28620,7452.12,6395.85,7297.213,7510.8,4967.69,247966.4,49019.51,3455.19,22271.97,6933.68,32826.69,5533.33,13733.5,9695.64,1300.74,352.09,91.02,688.75,452.76,95.94,798.57,233.49,3465,212.93,829.42,139.37
2015-01-21,221885.36,13819653.66,20348880.24,10810774.82,40050656.67,19287655.15,745676.0613,1178608.745,185043.7041,768559.1354,45602.45971,105570.02,-5474.56,2594602.5,244532.48,1807200.39,207779.308,59546.236,137300.976,29220.212,4525.4,49916.79,2597.216,37835.874,4047.156,27512.5,7488,6172.59,7594.712,7206,4893.53,235917.44,47389.45,3503.25,21362.91,6782.26,29577.6,5124.35,12403,8973.24,1127.84,319.21,97.58,585.8,393.47,83.64,690.84,244.35,3108.6,252.73,841.85,131.67
2015-01-22,211038.68,11464644.39,17797678.08,9355624.82,40106105.89,16063980.55,710230.2103,1098716.81,161286.4617,731894.524,43225.89983,92016.21,-13810.16,2418727.5,211594.88,1684699.17,179791.744,51901.278,130750.944,28767.424,4289.56,47535.39,2556.96,35863.74,4603.192,28776.25,8336.64,6758.19,7212.92,8322,5236.52,275183.04,54897.56,3628.53,25112.51,7180.02,28149.03,4864.2,12112,8659.77,1260.84,374.01,117.67,665.55,450.31,99.63,893.19,257.02,3917.1,302.48,1015.87,119.35
2015-01-23,213821.92,11394305.28,17195443.2,8993211.48,40161555.11,15971080.54,692512.0668,1043846.553,135060.9875,711563.8668,42379.02868,77054.42,-22113,2297935.5,180547.98,1600564.71,153411.592,43462.156,127118.928,27539.684,4205.52,46214.91,2447.84,35161.758,4769.656,28553.75,8141.64,6811.26,7055.198,8294.7,4996.53,285653.28,57999.74,3663.09,25847.17,6659.09,34510.32,6104.45,14642.75,10688.94,1429.75,358.94,129.15,687.3,415.52,102.09,909.72,316.75,4059,254.72,1139.04,120.89
2015-01-24,217819.64,13779590.64,20465619.72,10975645.54,40217004.33,19202866.7,770932.7291,1211501.327,188866.8027,796092.9933,46183.29804,107750.52,-2083.9,2667012.6,250390,1857635.25,212756.504,60776.136,142219.824,30157.816,4583.04,51704.982,2680.544,38318.022,4300.32,28080,7410,6326.31,6800.767,7711.2,4980.05,282163.2,56397.99,3030.48,25193.17,6174.32,35626.5,6480.76,15180,11379.09,1367.24,360.31,125.46,769.95,461.09,110.7,919.41,367.43,4052.4,284.57,1235.09,131.67
2015-01-25,226969.04,15172974.43,21273283.2,11743576.7,40272453.56,21116311.29,775360.0579,1235421.211,188748.0984,800363.7559,47260.73098,107682.88,-2908.36,2719670.1,240881.02,1894312.2,204676.532,60737.984,142982.784,28707.764,4689.96,51982.434,2551.648,39211.164,4311.88,29397.5,7367.88,6602.64,6787.963,7869.3,5204.59,283301.92,56639.37,3040.47,25205.16,6442.13,34600.41,5960.46,14677.5,10620.57,1306.06,434.29,123.82,742.4,488.04,105.78,903.45,296.84,4034.25,350.24,1023.78,162.47
2015-01-26,223213.4,14604144.86,21001292.52,11312592.42,40327902.78,20358626.92,755306.8626,1198565.989,170123.7957,777644.2123,42232.71062,97058.06,-9828,2638536.6,217455.32,1837801.2,184771.92,54745.108,138924,26624.06,4191,50506.848,2366.464,35039.628,4612.44,31067.5,7862.4,6981.45,7652.233,8232,5620.71,293816.16,59823.5,3281.58,26429.23,7178.89,34919.82,6087.51,14747.75,10507.05,1409.8,454.84,109.06,713.4,531.65,110.7,921.69,311.32,4063.95,358.2,994.4,137.06
2015-01-27,225300.32,14609184.66,21051210.96,11482148.1,40383352,20379348.35,758310.6485,1203544.568,178539.5245,757477.9908,42166.20242,101858.72,-6522.88,2649496.5,224102.7,1845434.67,190420.212,57452.896,135321.36,25620.516,4184.4,49197.078,2277.248,34984.404,4584.696,29451.25,7810.92,6505.65,7252.496,7808.4,5417.8,272215.68,55813.91,3536.73,24482.49,6881.7,35988.03,6609.02,15416.5,11838.33,1400.49,416.48,98.4,604.65,457.17,87.33,818.52,255.21,3696,252.73,931.12,133.98
2015-01-28,247475.12,15833748.71,21611701.8,12071240.88,40438801.22,22059315.9,829094.941,1296643.712,182198.893,833191.5325,45775.38105,103946.66,-5045.04,2854446,234384.02,1988186.7,199155.784,58630.588,148847.376,28710.904,4542.56,54114.48,2551.936,37979.244,4545.392,29621.25,7495.8,6767.34,7669.111,7591.5,5396.17,259517.28,54064.65,3445.2,23593.05,6663.61,32862.96,6146.8,14047.75,11047.56,1429.75,379.49,109.88,585.8,432.18,105.78,732.45,213.58,3288.45,254.72,870.1,123.2
2015-01-29,232662.68,13164002.8,19093428.12,10327935.58,40494250.44,18432025.63,761220.2672,1180691.182,167569.6056,770614.5826,44165.88247,95600.24,-10375.82,2599186.8,215628.86,1810393.02,183219.936,53922.832,137668.176,28229.228,4382.84,50050.224,2509.12,36644.31,4895.66,30995,7771.92,7493.85,7422.925,8279.1,5877.18,295335.04,60331.59,3679.29,27134.46,7204.88,31192.2,6114.13,13639,11339.1,1226.26,384.97,116.03,681.5,472.85,95.94,893.19,275.12,4111.8,278.6,1019.26,120.12
2015-01-30,229093.36,12412593.48,17903865.72,9711231.44,40549699.67,17410207.47,753818.5797,1147249.133,147856.4974,765544.4794,43314.57744,84354.2,-16850.47,2525567.1,194093.86,1759115.67,164921.544,47579.56,136762.416,27787.744,4298.36,49720.986,2469.888,35938.08,4858.668,31462.5,7645.56,7435.29,7459.106,8332.2,5877.18,294463.84,59966.54,3943.35,27400.42,7029.73,36810.54,6944.19,15978.5,12652.32,1360.59,358.94,124.23,664.1,434.63,107.01,908.58,307.7,4129.95,268.65,1110.79,113.96
2015-01-31,235927.36,15032386.61,21455055.96,11845360.66,40605148.89,20981537.81,826510.4933,1297053.904,189931.0486,857409.2688,47358.27634,108358.39,-1333.15,2855349,243694.44,1988815.98,207067.088,61119.002,153173.808,29895.312,4699.64,55687.464,2657.216,39292.938,4986.984,31480,7406.88,7351.11,7523.417,8629.5,5996.66,294653.92,59746.02,4065.12,27004.75,7096.4,36388.17,6884.9,15565.25,12347.88,1427.09,365.79,135.71,751.1,473.83,127.92,902.31,356.57,4194.3,336.31,1192.15,128.59
2015-02-01,253074.92,15810712.53,21716657.04,12092029.5,40660598.11,22057328.24,821051.7395,1290956.36,192845.445,846844.2699,46520.27295,110020.91,-1038.31,2841925.8,247773.68,1979466.48,210533.424,62056.738,151286.4,28974.664,4616.48,55001.268,2575.392,38597.328,4903.752,31967.5,7592.52,7936.71,7602.957,8808.6,6091.42,296839.84,59293.06,4132.35,27218.39,7408.28,36090.99,6843.76,15438.5,12302.73,1486.94,454.84,120.13,736.6,477.75,95.94,910.29,320.37,4184.4,324.37,1042.99,137.06
2015-02-02,245823.4,15161189.66,21443125.08,11880973.12,40716047.33,21170727.58,832529.1004,1310132.332,203217.749,855408.6335,48014.49064,115938.52,2022.93,2884140,270371.56,2008869.45,229734.756,65394.536,152816.4,30817.844,4764.76,55557.432,2739.2,39836.682,4811.272,31575,7467.72,7634.76,7432.819,8552.4,6041.98,292608.8,58007.19,3925.26,26812.91,7220.7,35986.86,6844.97,15381,12457.53,1401.82,471.28,102.09,684.4,510.58,131.61,915.99,285.98,4101.9,298.5,996.66,164.78
2015-02-03,251351.12,15518567.98,21844519.32,11992518.6,40771496.55,21673423.78,840072.0387,1318536.487,207298.7226,856545.981,47389.31351,118266.76,2825.55,2902641,274334,2021755.89,233101.56,66707.768,153019.584,30282.788,4702.72,55631.394,2691.648,39318.426,4737.288,30905,7310.16,7393.2,7706.165,8648.7,6107.9,275987.36,54452.05,4120.47,24998.06,7180.02,35535.24,6652.58,15079.5,11879.61,1500.24,372.64,101.27,580,458.15,94.71,810.54,267.88,3727.35,248.75,899.48,117.04
2015-02-04,238586.16,15259281.57,21395927.28,11674400.56,40826945.78,21277854.11,807513.0003,1269221.938,201248.8941,826554.7216,46604.51668,114815.34,236.6,2794079.4,262912.42,1946140.17,223396.296,64761.012,147661.728,29508.464,4624.84,53683.434,2622.816,38667.42,4595.1,31380,7344.48,7365.75,8140.919,8675.1,6267.55,265934.24,52819.01,4470.93,24216.53,7128.04,32675.76,6306.52,13794.5,11204.94,1407.14,363.05,91.84,609,400.82,97.17,737.01,215.39,3384.15,304.47,852.02,118.58
2015-02-05,235937.56,13122092.23,18938735.4,10213969.3,40882395,18381101.9,785861.9056,1211572.872,196165.0735,798486.4474,45504.91434,111914.83,-1930.11,2667170.1,254460.48,1857744.96,216215.092,63124.994,142647.408,29631.552,4515.72,51860.466,2633.76,37755.162,4960.396,32825,7489.56,7879.98,7534.475,9442.2,6960.74,300590.4,58287.31,4260.33,27501.79,7647.84,31021.38,6014.91,13627.25,11082.39,1397.83,384.97,112.34,645.25,445.9,103.32,875.52,284.17,4077.15,284.57,1019.26,122.43
2015-02-06,240870.96,12822163.11,18056819.04,9839135.12,40937844.22,17975441.95,795806.107,1201691.075,179947.6037,783550.1974,45225.57988,102662.39,-7616.7,2645416.2,240848.9,1842593.25,204649.116,57906.202,139979.088,29403.588,4488,50890.392,2613.504,37522.584,4476.032,32602.5,7160.4,7790.31,7293.915,9125.7,6755.77,298809.28,56578.28,3801.06,26540.41,7308.84,36050.04,6723.97,15460,12084.72,1477.63,332.91,134.48,685.85,413.07,100.86,862.41,365.62,4096.95,270.64,1100.62,120.12
2015-02-07,251417.08,16143462.5,21909580.68,12204797.84,40993293.44,22487836.92,852449.8731,1342297.064,235059.1668,842491.2894,47846.00319,134104.31,12016.55,2954947.8,309274.72,2058188.58,262790.704,75640.858,150508.752,30039.124,4748.04,54718.524,2669.984,39697.56,4921.092,32916.25,6927.96,7847.04,7157.824,9094.8,7057.56,300713.6,56086.58,6141.15,27184.6,7387.94,35135.1,6443.25,14977.75,11631.93,1419.11,382.23,151.29,755.45,432.67,120.54,902.31,372.86,4149.75,332.33,1122.09,131.67
2015-02-08,243587.56,15570302.77,22029950.28,12111225.02,41048742.66,21705409.61,823684.7422,1303466.245,229357.2649,812029.561,46010.37671,130851.36,8499.4,2869465.2,305031.96,1998648.48,259185.5,73806.048,145066.848,28815.152,4565.88,52740.072,2561.216,38174.652,4919.936,33112.5,6934.2,8408.85,7251.138,9271.2,7444.84,303156.48,55219.4,6272.37,27083.23,7500.94,35076.6,6387.59,14901,11517.12,1489.6,449.36,125.46,711.95,479.22,140.22,896.04,300.46,4327.95,296.51,1082.54,147.84
2015-02-09,245165.84,15378183.56,21575556.6,11868199.84,41104191.89,21454621.75,827728.7812,1318329.483,236598.23,816880.4166,45864.05866,134982.74,10018.19,2902185.3,316100.22,2021438.49,268590.38,76136.332,145933.44,28185.896,4551.36,53055.072,2505.28,38052.522,4965.02,35512.5,7160.4,8784,7777.557,9508.5,8186.44,309466.08,55155.33,6238.35,26993.85,7650.1,35154.99,6625.96,14936.25,11883.48,1468.32,508.27,125.46,701.8,501.27,99.63,918.27,287.79,4194.3,296.51,976.32,159.39
2015-02-10,247326.2,15221362.16,21663539.04,11824467.02,41159641.11,21253953.02,836681.2845,1330565.589,243761.4234,832483.5451,48506.65136,139068.73,11437.79,2929122,324388.64,2040200.28,275632.716,78441.014,148720.896,30311.676,4813.6,54068.49,2694.208,40245.552,4724.572,34358.75,6570.72,8579.04,7635.161,9343.2,8645.82,291288.8,50344.12,6703.02,25031.85,7428.62,35135.1,6456.56,15141.5,11643.54,1389.85,457.58,102.5,585.8,440.02,99.63,800.85,280.55,3786.75,240.79,1022.65,143.99
2015-02-11,250075.44,15304360.66,21763233.96,11988923,41215090.33,21364291.99,873115.8908,1373024.217,240007.9101,843633.2045,48466.74644,136927.39,9289.28,3022590.9,321383.96,2105303.85,273080.048,77233.202,150712.752,30875.62,4809.64,54792.612,2744.352,40212.63,4716.48,34537.5,6411.6,9170.13,8025.877,9344.7,10068.25,279257.44,46669.78,7018.65,24033.41,7455.74,31852.08,5910.85,13467.25,10598.64,1389.85,502.79,95.53,601.75,436.59,91.02,719.34,226.25,3389.1,220.89,884.79,138.6
2015-02-12,242477.12,13245847.57,19535084.4,10459093.1,41270539.55,18565510.26,819808.4385,1279561.624,227327.0112,777297.07,44848.70005,129692.58,4112.29,2816841.3,306420.42,1961994.3,260364.984,73152.444,138861.984,28374.924,4450.6,50484.294,2522.08,37210.356,4862.136,37540,6447.48,11031.24,7900.262,10111.8,13154.13,316277.28,49053.78,6670.62,26590.55,8380.08,30256.2,5668.85,13270.75,10398.69,1307.39,720.62,107.83,627.85,483.63,109.47,855.57,354.76,3948.45,228.85,1070.11,164.01
2015-02-13,243463.12,12508583.59,18572511.36,9737988.4,41325988.77,17561820.93,821649.1126,1268726.847,217384.4988,784806.304,44471.82022,124020.61,520.52,2792989.5,297835.62,1945381.17,253070.54,69953.198,140203.488,28713.416,4413.2,50971.914,2552.16,36898.128,4884.1,38825,7188.48,13649.97,7398.287,9599.7,18933.46,311187.36,37789.38,6653.61,24147.86,10130.45,35755.2,6570.3,15370.25,12035.7,1470.98,1507,92.25,678.6,524.79,94.71,796.29,304.08,3045.9,183.08,1084.8,269.5
2015-02-14,249432.84,15506837.45,22642975.68,12276343.16,41381437.99,21599735.83,894786.8489,1416577.007,263028.3669,859706.8021,48307.12674,150061.12,16466.45,3118468.5,355137.7,2172084.81,301760.164,84641.216,153584.256,30753.16,4793.8,55836.648,2733.472,40079.88,6058.596,40517.5,10481.64,16737.18,7959.335,9808.8,24800.34,307746.56,17275.06,8787.96,19930.65,39710.46,34589.88,6357.34,14558.5,11429.4,1318.03,2586.56,31.57,664.1,602.21,97.17,616.17,289.6,1123.65,83.58,1165.03,443.52
2015-02-15,249249.92,15478883.51,22192425.84,12012714.48,41436887.22,21587978.24,872679.632,1391524.804,272336.425,838325.5829,50049.64173,155371.75,18250.05,3063318.3,370580.12,2133671.13,314881.7,87636.65,149764.56,31185.224,4966.72,54448.002,2771.872,41525.262,10849.06,37283.75,31376.28,11186.79,8414.265,10677.3,10393.73,308945.12,12860.19,10441.44,18767.62,57750.91,38147.85,6836.5,13850.75,10616.7,1698.41,517.86,21.73,759.8,518.42,70.11,615.6,161.09,806.85,77.61,1063.33,161.7
2015-02-16,248036.8,15453568.12,21871040.88,11964579.72,41492336.44,21544060.49,860718.4221,1363241.285,318865.471,824771.073,68296.05556,181916.89,32906.51,3099530.7,531742.22,2090303.25,315558.16,102609.302,150374.928,45805.692,9020.88,53567.64,2576.672,56664.072,12054.768,35846.25,36898.68,6833.22,7698.599,10776.9,3172.4,313193.76,34174.64,5866.02,24153.31,10205.03,39868.92,7043.41,13477,10179.39,4843.86,115.08,22.14,662.65,526.26,76.26,568.29,199.1,861.3,75.62,985.36,117.04
2015-02-17,253072.2,15618165.05,22223427.72,12029498.1,41547785.66,21759898.91,862027.7631,1365079.556,363864.8128,829087.5185,85329.62822,207589.83,45839.43,3171107.1,697744.22,2093121.9,321079.504,117089.994,155496.96,59336.58,13020.48,53847.99,2400.416,70797.168,7351.004,33011.25,19521.84,6558.72,7371.903,9680.1,3877.95,294669.76,45830.91,4769.28,25286.91,7580.04,34278.66,6344.03,14629.75,11184.3,5089.91,90.42,25.01,577.1,463.54,65.19,523.26,166.52,801.9,55.72,961.63,90.86
2015-02-18,234227.36,14241467.97,21304720.32,11466252.7,41603234.88,19853469.24,861632.2046,1364387.157,305721.6845,828575.2113,63585.12028,174417.75,22135.75,3144147.3,501418.02,2092059.99,314549.728,98379.45,154889.04,42869.792,7914.72,53814.726,2614.912,52755.912,6329.1,33397.5,14147.64,6717.93,7738.078,9207,4046.87,281767.2,47498.22,5441.58,25022.04,7237.65,31407.48,5674.9,13711.75,10166.49,3108.21,93.16,32.8,552.45,438.06,71.34,480.51,170.14,719.4,61.69,902.87,87.01
2015-02-19,237039.16,14139772.49,19623779.76,10887127.92,41658684.1,19697700.17,844843.6663,1329596.393,281378.4217,805200.9085,53445.99411,160530.19,12860.12,2926988.4,359105.98,2038714.71,305132.332,90546.242,143846.928,31092.28,5303.76,52296.552,2763.616,44343.81,6147.608,35696.25,13874.64,7510.32,7791.234,9933.6,4626.76,314983.68,53839.66,5394.06,28249.53,7861.41,29568.24,5512.76,13107.5,9972.99,2339.47,138.37,26.65,622.05,549.29,67.65,558.6,190.05,829.95,91.54,966.15,117.81
2015-02-20,232972.76,13119176.83,18251288.64,10032309.62,41714133.33,18314230.7,827570.6098,1286326.921,241784.382,794485.1768,49881.15428,137941.1,-866.32,2831734.5,310111.3,1972367.76,263501.136,77804.98,141932.592,28801.964,4950,51600.528,2560.032,41386.14,5774.22,37477.5,12030.72,7848.87,8004.537,9666.9,4729.76,313630.24,54922.89,5514.48,27999.92,7825.25,33739.29,6069.36,14906.75,11075.94,2354.1,119.19,25.01,769.95,585.55,84.87,556.32,246.16,818.4,83.58,1021.52,120.12
2015-02-21,243659.64,15498856.26,21905325,12056456.2,41769582.55,21570306.84,895551.2216,1417475.613,280125.8861,862223.5831,52049.32179,159815.52,13662.74,3120446.7,359776.12,2173462.74,305701.512,90143.136,154033.872,30598.672,5165.16,56000.07,2719.744,43185.168,4993.92,33386.25,9868.56,7007.07,7587.437,8656.2,4245.66,278752.32,49453.1,4929.39,25309.8,6497.5,33416.37,5933.84,14716.75,10985.64,2000.32,113.71,22.14,809.1,499.8,99.63,509.58,177.38,772.2,101.49,842.98,114.73
2015-02-22,251359.28,16044300.48,21727177.68,12098727.64,41825031.77,22319907.96,903001.4641,1420997.535,264276.8092,861090.8032,51233.4878,150773.12,7325.5,3128199.9,349033.44,2178862.68,296573.772,85042.816,153831.504,30013.376,5084.2,55926.486,2667.712,42507.612,4407.828,28806.25,7715.76,5819.4,7547.958,7562.1,3613.24,225976.96,38883.04,5404.32,20262.01,5431.91,29281.59,5367.56,12615.5,9453.12,1723.68,71.24,18.45,542.3,371.91,40.59,384.75,112.22,564.3,65.67,703.99,70.07
